Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 30.
12%, Active workers: 30, Completed tasks: 45.
13%, Active workers: 30, Completed tasks: 60.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 60.
18%, Active workers: 30, Completed tasks: 75.
19%, Active workers: 30, Completed tasks: 80.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 104.
24%, Active workers: 30, Completed tasks: 105.
25%, Active workers: 30, Completed tasks: 105.
26%, Active workers: 30, Completed tasks: 118.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 120.
29%, Active workers: 30, Completed tasks: 135.
30%, Active workers: 30, Completed tasks: 135.
31%, Active workers: 30, Completed tasks: 135.
32%, Active workers: 30, Completed tasks: 138.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 165.
36%, Active workers: 30, Completed tasks: 165.
37%, Active workers: 30, Completed tasks: 165.
38%, Active workers: 30, Completed tasks: 165.
39%, Active workers: 30, Completed tasks: 177.
40%, Active workers: 30, Completed tasks: 195.
41%, Active workers: 30, Completed tasks: 195.
42%, Active workers: 30, Completed tasks: 195.
43%, Active workers: 30, Completed tasks: 195.
44%, Active workers: 30, Completed tasks: 195.
45%, Active workers: 30, Completed tasks: 210.
46%, Active workers: 30, Completed tasks: 222.
47%, Active workers: 30, Completed tasks: 225.
48%, Active workers: 30, Completed tasks: 225.
49%, Active workers: 30, Completed tasks: 225.
50%, Active workers: 30, Completed tasks: 225.
51%, Active workers: 30, Completed tasks: 241.
52%, Active workers: 30, Completed tasks: 251.
53%, Active workers: 30, Completed tasks: 255.
54%, Active workers: 30, Completed tasks: 255.
55%, Active workers: 30, Completed tasks: 255.
56%, Active workers: 30, Completed tasks: 255.
57%, Active workers: 30, Completed tasks: 271.
58%, Active workers: 30, Completed tasks: 280.
59%, Active workers: 30, Completed tasks: 285.
60%, Active workers: 30, Completed tasks: 285.
61%, Active workers: 30, Completed tasks: 285.
62%, Active workers: 30, Completed tasks: 287.
63%, Active workers: 30, Completed tasks: 301.
64%, Active workers: 30, Completed tasks: 310.
65%, Active workers: 30, Completed tasks: 315.
66%, Active workers: 30, Completed tasks: 315.
67%, Active workers: 30, Completed tasks: 315.
68%, Active workers: 30, Completed tasks: 315.
69%, Active workers: 30, Completed tasks: 328.
70%, Active workers: 30, Completed tasks: 343.
71%, Active workers: 30, Completed tasks: 345.
72%, Active workers: 30, Completed tasks: 345.
73%, Active workers: 30, Completed tasks: 345.
74%, Active workers: 30, Completed tasks: 345.
75%, Active workers: 30, Completed tasks: 359.
76%, Active workers: 30, Completed tasks: 373.
77%, Active workers: 30, Completed tasks: 375.
78%, Active workers: 30, Completed tasks: 375.
79%, Active workers: 30, Completed tasks: 375.
80%, Active workers: 30, Completed tasks: 375.
81%, Active workers: 30, Completed tasks: 388.
82%, Active workers: 30, Completed tasks: 403.
83%, Active workers: 30, Completed tasks: 405.
84%, Active workers: 30, Completed tasks: 405.
85%, Active workers: 30, Completed tasks: 405.
86%, Active workers: 30, Completed tasks: 405.
87%, Active workers: 30, Completed tasks: 419.
88%, Active workers: 30, Completed tasks: 433.
89%, Active workers: 30, Completed tasks: 435.
90%, Active workers: 30, Completed tasks: 435.
91%, Active workers: 30, Completed tasks: 435.
92%, Active workers: 30, Completed tasks: 435.
93%, Active workers: 29, Completed tasks: 448.
94%, Active workers: 28, Completed tasks: 463.
95%, Active workers: 28, Completed tasks: 465.
96%, Active workers: 28, Completed tasks: 465.
97%, Active workers: 28, Completed tasks: 465.
98%, Active workers: 21, Completed tasks: 472.
99%, Active workers: 7, Completed tasks: 493.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.1 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 13.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 31.
12%, Active workers: 30, Completed tasks: 46.
13%, Active workers: 30, Completed tasks: 60.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 61.
18%, Active workers: 30, Completed tasks: 74.
19%, Active workers: 30, Completed tasks: 90.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 91.
24%, Active workers: 30, Completed tasks: 105.
25%, Active workers: 30, Completed tasks: 120.
26%, Active workers: 30, Completed tasks: 120.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 121.
29%, Active workers: 30, Completed tasks: 123.
30%, Active workers: 30, Completed tasks: 135.
31%, Active workers: 30, Completed tasks: 149.
32%, Active workers: 30, Completed tasks: 150.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 151.
35%, Active workers: 30, Completed tasks: 154.
36%, Active workers: 30, Completed tasks: 163.
37%, Active workers: 30, Completed tasks: 179.
38%, Active workers: 30, Completed tasks: 180.
39%, Active workers: 30, Completed tasks: 181.
40%, Active workers: 30, Completed tasks: 181.
41%, Active workers: 30, Completed tasks: 185.
42%, Active workers: 30, Completed tasks: 194.
43%, Active workers: 30, Completed tasks: 209.
44%, Active workers: 30, Completed tasks: 210.
45%, Active workers: 30, Completed tasks: 211.
46%, Active workers: 30, Completed tasks: 212.
47%, Active workers: 30, Completed tasks: 215.
48%, Active workers: 30, Completed tasks: 225.
49%, Active workers: 30, Completed tasks: 237.
50%, Active workers: 30, Completed tasks: 240.
51%, Active workers: 30, Completed tasks: 241.
52%, Active workers: 30, Completed tasks: 242.
53%, Active workers: 30, Completed tasks: 245.
54%, Active workers: 30, Completed tasks: 255.
55%, Active workers: 30, Completed tasks: 266.
56%, Active workers: 30, Completed tasks: 271.
57%, Active workers: 30, Completed tasks: 271.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 275.
60%, Active workers: 30, Completed tasks: 285.
61%, Active workers: 30, Completed tasks: 293.
62%, Active workers: 30, Completed tasks: 301.
63%, Active workers: 30, Completed tasks: 301.
64%, Active workers: 30, Completed tasks: 304.
65%, Active workers: 30, Completed tasks: 307.
66%, Active workers: 30, Completed tasks: 316.
67%, Active workers: 30, Completed tasks: 321.
68%, Active workers: 30, Completed tasks: 331.
69%, Active workers: 30, Completed tasks: 333.
70%, Active workers: 30, Completed tasks: 334.
71%, Active workers: 30, Completed tasks: 337.
72%, Active workers: 30, Completed tasks: 345.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 361.
75%, Active workers: 30, Completed tasks: 363.
76%, Active workers: 30, Completed tasks: 364.
77%, Active workers: 30, Completed tasks: 368.
78%, Active workers: 30, Completed tasks: 375.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 391.
81%, Active workers: 30, Completed tasks: 394.
82%, Active workers: 30, Completed tasks: 394.
83%, Active workers: 30, Completed tasks: 397.
84%, Active workers: 30, Completed tasks: 406.
85%, Active workers: 30, Completed tasks: 410.
86%, Active workers: 30, Completed tasks: 421.
87%, Active workers: 30, Completed tasks: 424.
88%, Active workers: 30, Completed tasks: 425.
89%, Active workers: 30, Completed tasks: 428.
90%, Active workers: 30, Completed tasks: 436.
91%, Active workers: 30, Completed tasks: 440.
92%, Active workers: 29, Completed tasks: 451.
93%, Active workers: 28, Completed tasks: 454.
94%, Active workers: 28, Completed tasks: 456.
95%, Active workers: 27, Completed tasks: 459.
96%, Active workers: 22, Completed tasks: 468.
97%, Active workers: 21, Completed tasks: 477.
98%, Active workers: 18, Completed tasks: 482.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.1 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 13.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 30.
12%, Active workers: 30, Completed tasks: 44.
13%, Active workers: 30, Completed tasks: 60.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 60.
18%, Active workers: 30, Completed tasks: 74.
19%, Active workers: 30, Completed tasks: 90.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 90.
24%, Active workers: 30, Completed tasks: 106.
25%, Active workers: 30, Completed tasks: 120.
26%, Active workers: 30, Completed tasks: 120.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 120.
29%, Active workers: 30, Completed tasks: 120.
30%, Active workers: 30, Completed tasks: 135.
31%, Active workers: 30, Completed tasks: 150.
32%, Active workers: 30, Completed tasks: 150.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 150.
35%, Active workers: 30, Completed tasks: 152.
36%, Active workers: 30, Completed tasks: 164.
37%, Active workers: 30, Completed tasks: 180.
38%, Active workers: 30, Completed tasks: 180.
39%, Active workers: 30, Completed tasks: 180.
40%, Active workers: 30, Completed tasks: 180.
41%, Active workers: 30, Completed tasks: 181.
42%, Active workers: 30, Completed tasks: 196.
43%, Active workers: 30, Completed tasks: 210.
44%, Active workers: 30, Completed tasks: 210.
45%, Active workers: 30, Completed tasks: 210.
46%, Active workers: 30, Completed tasks: 210.
47%, Active workers: 30, Completed tasks: 212.
48%, Active workers: 30, Completed tasks: 225.
49%, Active workers: 30, Completed tasks: 240.
50%, Active workers: 30, Completed tasks: 240.
51%, Active workers: 30, Completed tasks: 240.
52%, Active workers: 30, Completed tasks: 240.
53%, Active workers: 30, Completed tasks: 241.
54%, Active workers: 30, Completed tasks: 256.
55%, Active workers: 30, Completed tasks: 269.
56%, Active workers: 30, Completed tasks: 270.
57%, Active workers: 30, Completed tasks: 270.
58%, Active workers: 30, Completed tasks: 270.
59%, Active workers: 30, Completed tasks: 272.
60%, Active workers: 30, Completed tasks: 285.
61%, Active workers: 30, Completed tasks: 299.
62%, Active workers: 30, Completed tasks: 300.
63%, Active workers: 30, Completed tasks: 300.
64%, Active workers: 30, Completed tasks: 301.
65%, Active workers: 30, Completed tasks: 303.
66%, Active workers: 30, Completed tasks: 314.
67%, Active workers: 30, Completed tasks: 329.
68%, Active workers: 30, Completed tasks: 330.
69%, Active workers: 30, Completed tasks: 330.
70%, Active workers: 30, Completed tasks: 331.
71%, Active workers: 30, Completed tasks: 333.
72%, Active workers: 30, Completed tasks: 344.
73%, Active workers: 30, Completed tasks: 358.
74%, Active workers: 30, Completed tasks: 360.
75%, Active workers: 30, Completed tasks: 360.
76%, Active workers: 30, Completed tasks: 361.
77%, Active workers: 30, Completed tasks: 365.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 387.
80%, Active workers: 30, Completed tasks: 390.
81%, Active workers: 30, Completed tasks: 390.
82%, Active workers: 30, Completed tasks: 391.
83%, Active workers: 30, Completed tasks: 395.
84%, Active workers: 30, Completed tasks: 405.
85%, Active workers: 30, Completed tasks: 417.
86%, Active workers: 30, Completed tasks: 420.
87%, Active workers: 30, Completed tasks: 421.
88%, Active workers: 30, Completed tasks: 421.
89%, Active workers: 30, Completed tasks: 426.
90%, Active workers: 30, Completed tasks: 433.
91%, Active workers: 30, Completed tasks: 447.
92%, Active workers: 30, Completed tasks: 450.
93%, Active workers: 30, Completed tasks: 451.
94%, Active workers: 29, Completed tasks: 452.
95%, Active workers: 26, Completed tasks: 456.
96%, Active workers: 22, Completed tasks: 466.
97%, Active workers: 20, Completed tasks: 480.
98%, Active workers: 19, Completed tasks: 481.
99%, Active workers: 18, Completed tasks: 482.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.15 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 23, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 15.
7%, Active workers: 30, Completed tasks: 15.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 45.
12%, Active workers: 30, Completed tasks: 45.
13%, Active workers: 30, Completed tasks: 45.
14%, Active workers: 30, Completed tasks: 45.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 75.
18%, Active workers: 30, Completed tasks: 75.
19%, Active workers: 30, Completed tasks: 75.
20%, Active workers: 30, Completed tasks: 75.
21%, Active workers: 30, Completed tasks: 91.
22%, Active workers: 30, Completed tasks: 104.
23%, Active workers: 30, Completed tasks: 105.
24%, Active workers: 30, Completed tasks: 105.
